"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"10/16/2017","39","PM2.5","Jersey City Firehouse","34-017-1003","AQS","5","26","1","8","39","20"
"10/17/2017","35","NO2","PFIZER LAB SITE","36-005-0133","AQS","7","27","4",".","29","35"
"10/18/2017","50","NO2","PFIZER LAB SITE","36-005-0133","AQS","8","43","3",".","46","50"
"10/19/2017","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","48","1","16","57","45"
"10/20/2017","75","PM2.5","IS 52","36-005-0110","AQS","6","42","1",".","75","43"
"10/21/2017","58","PM2.5","Rahway","34-039-2003","AQS","10","43","3",".","58","49"
"10/22/2017","73","NO2","Newark Firehouse","34-013-0003","AQS","14","48","11","24","64","73"
"10/23/2017","39","NO2","IS 52","36-005-0110","AQS","6","35","1",".","33","39"
"10/24/2017","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","33","0",".","39","21"
"10/25/2017","45","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","32","3","10","45","44"
"10/26/2017","56","PM2.5","Fort Lee Near Road","34-003-0010","AQS","5","31","1",".","56","39"
"10/27/2017","48","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","37","3",".","48","43"
"10/28/2017","44","PM2.5","Flemington","34-019-0001","AQS","10","44","3","19","44","39"
"10/29/2017","40","Ozone","RIVERHEAD","36-103-0004","AQS","6","40","0",".","23","21"
"10/30/2017","36","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","30","1",".","36","26"
"10/31/2017","40","NO2","Fort Lee Near Road","34-003-0010","AQS","5","29","4","12","38","40"
"11/01/2017","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","13","35","6",".","58","42"
"11/02/2017","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","35","1",".","48","39"
"11/03/2017","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","33","1","14","52","34"
"11/04/2017","42","NO2","Fort Lee Near Road","34-003-0010","AQS","7","29","1",".","29","42"
"11/05/2017","40","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","28","0",".","40","27"
"11/06/2017","41","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","30","1","13","41","25"
"11/07/2017","39","PM2.5","Jersey City Firehouse","34-017-1003","AQS","5","22","1",".","39","29"
"11/08/2017","41","NO2","Fort Lee Near Road","34-003-0010","AQS","7","25","1",".","39","41"
"11/09/2017","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","32","4","14","48","38"
"11/10/2017","36","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","7","36","3",".","27","24"
"11/11/2017","65","NO2","Fort Lee Near Road","34-003-0010","AQS","8","33","4",".","51","65"
"11/12/2017","68","PM2.5","Rutgers University","34-023-0011","AQS","14","32","7","18","68","46"
"11/13/2017","80","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","23","3",".","80","42"
"11/14/2017","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","28","4",".","62","34"
"11/15/2017","91","NO2","Fort Lee Near Road","34-003-0010","AQS","8","35","4","14","62","91"
"11/16/2017","39","NO2","PFIZER LAB SITE","36-005-0133","AQS","6","33","3",".","28","39"
"11/17/2017","35","Ozone","MT NINHAM","36-079-0005","AQS","5","35","3",".","25","35"
"11/18/2017","52","PM2.5","Paterson","34-031-0005","AQS","11","36","4","15","52","51"
"11/19/2017","36","Ozone","BABYLON","36-103-0002","AQS","7","36","3",".","33","23"
"11/20/2017","33","PM2.5","Rutgers University","34-023-0011","AQS","5","33","4",".","33","29"
"11/21/2017","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","34","7","18","55","45"
"11/22/2017","65","NO2","Elizabeth Lab","34-039-0004","AQS","18","29","11",".","57","65"
"11/23/2017","39","PM2.5","HOLTSVILLE","36-103-0009","AQS","6","32","1",".","39","32"
"11/24/2017","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","29","7","14","63","40"
"11/25/2017","66","PM2.5","Flemington","34-019-0001","AQS","10","34","3",".","66","42"
"11/26/2017","31","PM2.5","HOLTSVILLE","36-103-0009","AQS","9","31","1",".","31","30"
"11/27/2017","44","PM2.5","Flemington","34-019-0001","AQS","5","32","3","12","44","38"
"11/28/2017","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","36","3",".","52","44"
"11/29/2017","43","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","34","3",".","43","37"
"11/30/2017","68","PM2.5","PS 19","36-061-0128","AQS","9","28","6","20","68","46"
"12/01/2017","49","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","27","4",".","49","37"
"12/02/2017","62","PM2.5","PS 19","36-061-0128","AQS","15","24","4",".","62","50"
"12/03/2017","97","PM2.5","PS 19","36-061-0128","AQS","13","21","17","25","97","39"
"12/04/2017","101","PM2.5","Elizabeth Lab","34-039-0004","AQS","20","31","9",".","101","69"
"12/05/2017","50","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","35","1",".","50","43"
"12/06/2017","55","PM2.5","DIVISION STREET","36-061-0134","AQS","3","31","1","6","55","32"
"12/07/2017","52","PM2.5","PS 19","36-061-0128","AQS","7","32","3",".","52","37"
"12/08/2017","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","25","3",".","48","32"
"12/09/2017","54","PM2.5","Jersey City Firehouse","34-017-1003","AQS","6","25","3","16","54","30"
"12/10/2017","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","25","3",".","58","31"
"12/11/2017","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","26","3",".","58","55"
"12/12/2017","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","32","1","15","53","39"
"12/13/2017","36","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","33","3",".","36","27"
"12/14/2017","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","35","3",".","48","45"
"12/15/2017","91","NO2","Fort Lee Near Road","34-003-0010","AQS","11","31","6","19","53","91"
"12/16/2017","80","PM2.5","PS 19","36-061-0128","AQS","6","31","6",".","80","31"
"12/17/2017","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","32","3",".","57","41"
"12/18/2017","74","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","23","4","29","74","66"
"12/19/2017","69","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","29","4",".","69","54"
"12/20/2017","41","PM2.5","Intermediate School 143","36-061-0115","AQS","7","34","3",".","41","34"
"12/21/2017","67","NO2","Fort Lee Near Road","34-003-0010","AQS","6","29","1","13","44","67"
"12/22/2017","76","NO2","Fort Lee Near Road","34-003-0010","AQS","16","23","4",".","66","76"
"12/23/2017","68","PM2.5","Elizabeth Lab","34-039-0004","AQS","18","25","4",".","68","40"
"12/24/2017","35","PM2.5","CCNY","36-061-0135","AQS","10","32","3","6","35","20"
"12/25/2017","44","PM2.5","Intermediate School 143","36-061-0115","AQS","8","32","1",".","44","21"
"12/26/2017","44","PM2.5","HOLTSVILLE","36-103-0009","AQS","7","34","3",".","44","35"
"12/27/2017","53","PM2.5","Intermediate School 143","36-061-0115","AQS","7","36","4","13","53","31"
"12/28/2017","60","NO2","Fort Lee Near Road","34-003-0010","AQS","6","36","9",".","41","60"
"12/29/2017","50","PM2.5","Intermediate School 143","36-061-0115","AQS","6","34","10",".","50","34"
"12/30/2017","64","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","28","10","17","64","42"
"12/31/2017","45","PM2.5","Intermediate School 143","36-061-0115","AQS","7","36","9",".","45","23"
