"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"05/19/2018","21","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/20/2018","26","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/21/2018","24","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/22/2018","35","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/23/2018","37","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/24/2018","36","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/25/2018","52","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/26/2018","59","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/27/2018","34","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/28/2018","20","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/29/2018","56","","Queens College Near Road","36-081-0125","AQS"
"05/30/2018","23","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/31/2018","30","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/01/2018","38","","Queens College Near Road","36-081-0125","AQS"
"06/02/2018","37","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/03/2018","22","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/04/2018","19","","Queens College Near Road","36-081-0125","AQS"
"06/05/2018","25","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/06/2018","21","","Queens College Near Road","36-081-0125","AQS"
"06/07/2018","17","","Queens College Near Road","36-081-0125","AQS"
"06/08/2018","33","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/09/2018","45","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/10/2018","41","","Queens College Near Road","36-081-0125","AQS"
"06/11/2018","18","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/12/2018","22","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/13/2018","29","","Queens College Near Road","36-081-0125","AQS"
"06/14/2018","22","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/15/2018","20","","Queens College Near Road","36-081-0125","AQS"
"06/16/2018","34","","Queens College Near Road","36-081-0125","AQS"
"06/17/2018","45","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/18/2018","52","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/19/2018","36","","Queens College Near Road","36-081-0125","AQS"
"06/20/2018","24","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/21/2018","39","","Queens College Near Road","36-081-0125","AQS"
