date, pm25, o3, no2, co
2015/4/7, 32, , , 
2015/4/8, 38, , , 
2015/4/9, 17, , , 
2015/4/10, 11, , , 
2015/4/11, 23, , , 
2015/4/12, 17, , , 
2015/4/13, 27, , , 
2015/4/14, 26, , , 
2015/4/15, 23, , , 
2015/4/16, 20, , , 
2015/4/17, 17, , , 
2015/4/18, 27, , , 
2015/4/19, 37, , , 
2015/4/20, 16, , , 
2015/4/21, 13, , , 
2015/4/22, 17, , , 
2015/4/23, 24, , , 
2015/4/24, 8, , , 
2015/4/25, 8, , , 
2015/4/26, 15, , , 
2015/4/27, 7, , , 
2015/4/28, 7, , , 
2015/4/29, 12, , , 
2015/4/30, 23, , , 
2015/5/1, 11, , , 
2015/5/2, 10, , , 
2015/5/3, 26, , , 
2015/5/4, 27, , , 
2015/5/5, 50, , , 
2015/5/6, 52, , , 
2015/5/7, 29, , , 
2015/5/8, 39, , , 
2015/5/9, 40, , , 
2015/5/10, 37, , , 
2015/5/11, 31, , , 
2015/5/12, 62, , , 
2015/5/13, 41, , , 
2015/5/14, 7, , , 
2015/5/15, 14, , , 
2015/5/16, 27, , , 
2015/5/17, 37, , , 
2015/5/18, 49, , , 
2015/5/19, 35, , , 
2015/5/20, 36, , , 
2015/5/21, 10, , , 
2015/5/22, 11, , , 
2015/5/23, 21, , , 
2015/5/24, 13, , , 
2015/5/25, 37, , , 
2015/5/26, 40, , , 
2015/5/27, 34, , , 
2015/5/28, 35, , , 
2015/5/29, 38, , , 
2015/5/30, 19, , , 
2015/5/31, 23, , , 
2015/6/1, 23, , , 
2015/6/2, 7, , , 
2015/6/3, 9, , , 
2015/6/4, 7, , , 
2015/6/5, 6, , , 
2015/6/6, 15, , , 
2015/6/7, 25, , , 
2015/6/8, 16, , , 
2015/6/9, 22, , , 
2015/6/10, 25, , , 
2015/6/11, 37, , , 
2015/6/12, 78, , , 
2015/6/13, 66, , , 
2015/6/14, 25, , , 
2015/6/15, 23, , , 
2015/6/16, 30, , , 
2015/6/17, 28, , , 
2015/6/18, 19, , , 
2015/6/19, 11, , , 
2015/6/20, 32, , , 
2015/6/21, 21, , , 
2015/6/22, 23, , , 
2015/6/23, 33, , , 
2015/6/24, 54, , , 
2015/6/25, 7, , , 
2015/6/26, 20, , , 
2015/6/27, 35, , , 
2015/6/28, 11, , , 
2015/6/29, 7, , , 
2015/6/30, 9, , , 
2015/7/1, 23, , , 
2015/1/2, 43, , , 
2015/1/3, 52, , , 
2015/1/4, 41, , , 
2015/1/5, 35, , , 
2015/1/6, 36, , , 
2015/1/7, 42, , , 
2015/1/8, 44, , , 
2015/1/9, 43, , , 
2015/1/10, 39, , , 
2015/1/11, 49, , , 
2015/1/12, 51, , , 
2015/1/13, 52, , , 
2015/1/14, 47, , , 
2015/1/15, 51, , , 
2015/1/16, 59, , , 
2015/1/17, 53, , , 
2015/1/18, 33, , , 
2015/1/19, 51, , , 
2015/1/20, 36, , , 
2015/1/21, 38, , , 
2015/1/22, 41, , , 
2015/1/23, 51, , , 
2015/1/24, 51, , , 
2015/1/25, 44, , , 
2015/1/26, 35, , , 
2015/1/27, 29, , , 
2015/1/28, 26, , , 
